,PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
4471,1065.0,-200.0,15.1,1151.0,272.0,801.0,118.0,1894.0,1160.0,23.5,40.0,1.1386
4472,1521.0,-200.0,25.0,1430.0,691.0,449.0,187.0,1907.0,1761.0,17.3,58.2,1.1435
4473,1027.0,-200.0,7.7,887.0,133.0,927.0,97.0,1568.0,876.0,13.4,64.6,0.9864
4474,1215.0,-200.0,15.4,1161.0,-200.0,714.0,-200.0,1802.0,1237.0,15.1,51.8,0.8816
4475,913.0,-200.0,6.4,830.0,173.0,980.0,82.0,1371.0,757.0,20.0,50.7,1.1724
4476,-200.0,-200.0,-200.0,-200.0,71.0,-200.0,53.0,-200.0,-200.0,-200.0,-200.0,-200.0
4477,-200.0,-200.0,-200.0,-200.0,37.0,-200.0,54.0,-200.0,-200.0,-200.0,-200.0,-200.0
4478,-200.0,-200.0,-200.0,-200.0,646.0,-200.0,232.0,-200.0,-200.0,-200.0,-200.0,-200.0
4479,1347.0,-200.0,17.6,1227.0,589.0,539.0,199.0,1627.0,1476.0,21.1,44.5,1.0964
4480,1106.0,-200.0,8.5,921.0,-200.0,720.0,-200.0,1506.0,1055.0,21.1,62.8,1.5505
4481,1062.0,-200.0,4.0,711.0,55.0,1136.0,66.0,1461.0,700.0,14.9,60.6,1.0196
4482,913.0,-200.0,4.4,730.0,47.0,883.0,50.0,1493.0,774.0,23.3,55.5,1.5636
4483,839.0,-200.0,2.8,638.0,33.0,1171.0,44.0,1271.0,643.0,15.7,46.9,0.8329
4484,1094.0,-200.0,10.7,1003.0,130.0,965.0,99.0,1574.0,813.0,21.3,26.8,0.6681
4485,896.0,-200.0,3.3,668.0,227.0,1043.0,136.0,887.0,519.0,3.3,50.2,0.3934
4486,1554.0,565.0,23.1,1379.0,266.0,614.0,138.0,2151.0,1693.0,21.7,44.0,1.1242
4487,1054.0,-200.0,11.6,1036.0,-200.0,697.0,-200.0,1585.0,830.0,35.7,22.2,1.2765
4488,1418.0,-200.0,11.2,1023.0,-200.0,785.0,-200.0,1720.0,1410.0,19.7,43.3,0.9837
4489,-200.0,-200.0,-200.0,-200.0,591.0,-200.0,116.0,-200.0,-200.0,-200.0,-200.0,-200.0
4490,1111.0,-200.0,9.8,970.0,266.0,667.0,62.0,1594.0,1441.0,20.3,71.1,1.6803
4491,845.0,-200.0,1.8,569.0,128.0,1151.0,95.0,709.0,397.0,7.9,25.9,0.2774
4492,1160.0,-200.0,9.1,944.0,-200.0,686.0,-200.0,1523.0,1162.0,20.8,64.1,1.554
4493,975.0,-200.0,3.3,668.0,169.0,874.0,95.0,1020.0,951.0,4.2,79.1,0.6611
4494,1034.0,-200.0,8.7,928.0,-200.0,848.0,-200.0,1619.0,1005.0,12.1,68.6,0.964
4495,1163.0,-200.0,11.4,1027.0,353.0,604.0,179.0,1264.0,1269.0,24.3,23.7,0.7119
4496,1180.0,-200.0,14.1,1121.0,247.0,568.0,105.0,1816.0,947.0,27.7,43.5,1.592
4497,1216.0,-200.0,7.5,879.0,363.0,670.0,165.0,1252.0,1111.0,6.3,75.7,0.7252
4498,1040.0,-200.0,11.2,1022.0,115.0,826.0,98.0,1747.0,812.0,31.8,25.6,1.1868
4499,1021.0,119.0,5.7,800.0,75.0,931.0,64.0,1483.0,1019.0,14.0,59.7,0.9499
4500,1544.0,-200.0,29.1,1530.0,975.0,416.0,309.0,1706.0,2030.0,2.1,62.2,0.4491
4501,1041.0,-200.0,3.1,659.0,211.0,908.0,118.0,1188.0,792.0,10.6,82.1,1.0451
4502,-200.0,128.0,-200.0,-200.0,159.0,-200.0,107.0,-200.0,-200.0,-200.0,-200.0,-200.0
4503,972.0,60.0,4.1,715.0,66.0,1237.0,74.0,1258.0,644.0,9.9,50.2,0.6103
4504,919.0,-200.0,1.8,571.0,54.0,1017.0,44.0,1082.0,521.0,13.5,63.8,0.9801
4505,1143.0,-200.0,13.0,1083.0,190.0,735.0,120.0,1887.0,1083.0,17.2,62.9,1.2228
4506,1436.0,-200.0,25.2,1435.0,-200.0,479.0,-200.0,1911.0,1710.0,18.3,63.8,1.331
4507,909.0,-200.0,2.5,622.0,130.0,1046.0,89.0,992.0,730.0,5.6,69.5,0.6362
4508,1008.0,-200.0,9.6,962.0,145.0,845.0,129.0,1545.0,742.0,34.4,19.3,1.0325
4509,1126.0,-200.0,13.8,1111.0,330.0,746.0,98.0,1473.0,1249.0,17.8,39.9,0.8035
4510,895.0,-200.0,6.4,831.0,66.0,946.0,83.0,1473.0,566.0,31.2,23.4,1.0487
4511,1079.0,-200.0,8.2,909.0,107.0,861.0,99.0,1686.0,928.0,29.2,37.8,1.5098
4512,936.0,-200.0,4.4,730.0,48.0,864.0,38.0,1551.0,726.0,27.7,52.6,1.9202
4513,1323.0,-200.0,14.9,1144.0,457.0,502.0,187.0,1405.0,1568.0,18.8,33.5,0.7186
4514,1425.0,275.0,15.2,1155.0,185.0,709.0,110.0,1936.0,1789.0,17.8,66.8,1.346
4515,977.0,-200.0,5.4,783.0,43.0,939.0,58.0,1543.0,586.0,33.9,26.2,1.3664
4516,1315.0,-200.0,19.0,1269.0,754.0,551.0,236.0,1282.0,1860.0,6.1,34.0,0.3237
4517,1068.0,-200.0,8.4,917.0,70.0,736.0,59.0,1728.0,916.0,30.8,45.0,1.9733
4518,833.0,-200.0,2.8,641.0,30.0,1088.0,44.0,1496.0,717.0,23.5,51.2,1.4634
4519,1315.0,-200.0,22.7,1370.0,522.0,794.0,212.0,1689.0,1399.0,37.6,14.5,0.9277
4520,1078.0,44.0,4.0,711.0,66.0,1150.0,71.0,1468.0,1013.0,12.3,65.4,0.9351
4521,1474.0,-200.0,15.3,1158.0,653.0,469.0,155.0,1476.0,1802.0,18.2,43.2,0.8926
4522,929.0,-200.0,3.3,668.0,-200.0,937.0,-200.0,1054.0,696.0,10.6,59.9,0.7674
4523,1209.0,-200.0,12.9,1082.0,143.0,685.0,133.0,1662.0,978.0,38.3,19.4,1.2851
4524,931.0,20.0,2.5,623.0,37.0,1293.0,57.0,1307.0,828.0,12.0,58.9,0.8233
4525,1048.0,88.0,5.5,787.0,93.0,1098.0,97.0,1373.0,835.0,9.6,61.1,0.7323
4526,1033.0,-200.0,3.4,675.0,173.0,853.0,127.0,1006.0,702.0,8.0,57.7,0.6222
4527,785.0,-200.0,1.1,505.0,-200.0,1226.0,-200.0,829.0,428.0,8.7,45.6,0.5128
4528,1184.0,-200.0,10.9,1012.0,547.0,567.0,170.0,1397.0,1341.0,16.8,51.6,0.9818
4529,867.0,-200.0,6.7,842.0,300.0,909.0,104.0,1077.0,737.0,13.5,34.9,0.5393
4530,840.0,40.0,1.7,563.0,45.0,1349.0,57.0,1275.0,755.0,10.7,63.8,0.8174
4531,1739.0,-200.0,21.3,1333.0,821.0,460.0,174.0,1689.0,1832.0,11.3,78.3,1.0455
4532,1476.0,-200.0,25.0,1428.0,1049.0,477.0,235.0,1536.0,1974.0,5.6,52.9,0.4841
4533,,,,,,,,,,,,
4534,1187.0,-200.0,13.9,1114.0,572.0,700.0,216.0,1193.0,1433.0,5.2,50.8,0.452
4535,1006.0,-200.0,6.5,836.0,245.0,1226.0,113.0,1210.0,902.0,9.6,79.9,0.9579
4536,-200.0,-200.0,-200.0,-200.0,72.0,-200.0,77.0,-200.0,-200.0,-200.0,-200.0,-200.0
4537,1010.0,-200.0,5.8,801.0,267.0,826.0,180.0,944.0,986.0,5.5,42.6,0.3874
4538,1160.0,-200.0,5.6,794.0,284.0,658.0,120.0,1356.0,966.0,14.6,77.7,1.2834
4539,1336.0,-200.0,23.3,1385.0,-200.0,477.0,-200.0,2133.0,1357.0,22.6,60.3,1.6287
4540,1338.0,-200.0,16.9,1207.0,212.0,576.0,150.0,1951.0,1697.0,28.1,37.3,1.3922
4541,1193.0,-200.0,15.4,1160.0,231.0,630.0,153.0,1927.0,1281.0,24.4,45.5,1.3721
4542,963.0,-200.0,7.4,872.0,65.0,767.0,69.0,1617.0,803.0,25.7,54.1,1.7546
4543,924.0,61.0,2.9,648.0,63.0,1272.0,74.0,1186.0,465.0,14.5,39.0,0.6428
4544,1606.0,-200.0,22.3,1360.0,649.0,396.0,144.0,1895.0,1771.0,15.4,63.4,1.1045
4545,-200.0,-200.0,-200.0,-200.0,329.0,-200.0,138.0,-200.0,-200.0,-200.0,-200.0,-200.0
4546,1003.0,-200.0,4.7,747.0,-200.0,843.0,-200.0,1289.0,806.0,14.1,84.8,1.3544
4547,1491.0,-200.0,17.2,1215.0,878.0,503.0,196.0,1343.0,2038.0,4.4,58.8,0.4979
4548,1017.0,-200.0,5.3,776.0,239.0,843.0,157.0,946.0,971.0,6.0,46.1,0.4351
4549,1156.0,-200.0,12.2,1056.0,111.0,710.0,114.0,1842.0,945.0,37.6,26.9,1.715
4550,903.0,-200.0,5.8,803.0,87.0,819.0,58.0,1471.0,853.0,21.8,55.5,1.4323
4551,1060.0,-200.0,11.4,1029.0,242.0,622.0,126.0,1663.0,1210.0,24.3,44.7,1.3432
4552,1094.0,-200.0,9.0,941.0,318.0,695.0,128.0,1371.0,1040.0,19.2,49.6,1.0893
4553,778.0,-200.0,1.4,534.0,14.0,1480.0,22.0,1294.0,358.0,19.0,49.8,1.0831
4554,1015.0,-200.0,6.6,840.0,-200.0,783.0,-200.0,1664.0,839.0,25.0,53.6,1.6721
4555,923.0,-200.0,4.1,715.0,170.0,915.0,112.0,1015.0,646.0,8.7,55.1,0.6228
4556,929.0,-200.0,4.8,752.0,51.0,955.0,64.0,1385.0,544.0,38.8,23.7,1.6093
4557,906.0,-200.0,5.9,809.0,-200.0,878.0,-200.0,1272.0,787.0,14.0,58.3,0.9294
4558,1103.0,-200.0,8.7,928.0,327.0,715.0,112.0,1174.0,1287.0,9.0,70.1,0.8036
4559,1217.0,-200.0,17.6,1227.0,224.0,641.0,158.0,2040.0,1404.0,31.9,33.7,1.5663
4560,1009.0,-200.0,6.3,824.0,35.0,822.0,44.0,1606.0,670.0,36.2,30.6,1.8105
4561,1030.0,-200.0,6.3,828.0,313.0,705.0,150.0,1130.0,869.0,16.1,41.0,0.7435
4562,805.0,-200.0,2.8,637.0,24.0,1048.0,35.0,1276.0,520.0,24.1,44.0,1.3034
4563,1075.0,-200.0,8.5,920.0,323.0,726.0,184.0,992.0,1022.0,13.3,23.3,0.354
4564,1268.0,-200.0,18.7,1259.0,167.0,519.0,62.0,2114.0,1410.0,26.0,55.8,1.8536
4565,1107.0,114.0,7.1,861.0,118.0,957.0,101.0,1510.0,879.0,9.6,76.0,0.9088
4566,792.0,-200.0,2.2,597.0,-200.0,1137.0,-200.0,1320.0,417.0,24.3,46.3,1.3857
4567,879.0,-200.0,3.5,681.0,-200.0,992.0,-200.0,1312.0,703.0,14.8,81.9,1.3735
4568,-200.0,-200.0,-200.0,-200.0,158.0,-200.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0
4569,1286.0,454.0,15.7,1171.0,153.0,716.0,102.0,1821.0,1006.0,15.0,52.0,0.8817
4570,1151.0,-200.0,6.0,813.0,238.0,702.0,151.0,1156.0,1073.0,10.6,55.9,0.7138
4571,1283.0,-200.0,6.7,844.0,79.0,1036.0,76.0,1539.0,766.0,19.5,42.3,0.9493
4572,1116.0,-200.0,7.1,860.0,413.0,758.0,107.0,1316.0,937.0,12.3,87.0,1.2422
4573,1227.0,-200.0,14.9,1147.0,-200.0,612.0,-200.0,1707.0,1113.0,27.4,39.8,1.4318
4574,1220.0,-200.0,13.0,1085.0,411.0,618.0,150.0,1205.0,1531.0,8.7,48.3,0.5458
4575,1347.0,-200.0,23.2,1382.0,-200.0,529.0,-200.0,1961.0,1543.0,37.0,23.6,1.4639
4576,751.0,-200.0,2.0,587.0,43.0,1165.0,50.0,1353.0,678.0,18.4,53.4,1.117
4577,795.0,-200.0,2.3,606.0,25.0,1152.0,35.0,1369.0,552.0,21.3,48.8,1.2189
4578,1073.0,-200.0,12.1,1052.0,-200.0,1009.0,-200.0,1574.0,854.0,27.5,20.9,0.7565
4579,1161.0,-200.0,9.8,969.0,369.0,677.0,190.0,1111.0,1271.0,7.0,44.2,0.4446
4580,818.0,-200.0,0.8,473.0,47.0,1257.0,41.0,898.0,323.0,13.7,48.8,0.7606
4581,1024.0,79.0,4.8,753.0,79.0,1131.0,91.0,1357.0,793.0,9.7,61.6,0.7425
4582,1465.0,-200.0,24.0,1404.0,561.0,468.0,127.0,1962.0,1736.0,22.6,58.3,1.5829
4583,966.0,-200.0,6.2,820.0,56.0,913.0,60.0,1634.0,807.0,24.7,47.6,1.4597
4584,667.0,-200.0,3.6,689.0,207.0,1210.0,120.0,709.0,620.0,13.4,14.3,0.2185
4585,1664.0,599.0,24.1,1407.0,329.0,594.0,134.0,2198.0,1564.0,15.3,55.2,0.9538
4586,1014.0,-200.0,8.1,903.0,58.0,816.0,92.0,1554.0,612.0,37.3,24.3,1.5222
4587,895.0,-200.0,5.2,776.0,178.0,1024.0,82.0,1274.0,640.0,26.6,30.7,1.0501
4588,1015.0,101.0,4.1,718.0,61.0,1065.0,71.0,1428.0,714.0,16.6,55.4,1.0408
4589,1186.0,-200.0,12.8,1077.0,346.0,797.0,121.0,1404.0,1328.0,18.6,49.3,1.0451
4590,1074.0,-200.0,6.9,854.0,115.0,1032.0,83.0,1484.0,772.0,17.9,38.4,0.7793
4591,1059.0,-200.0,6.5,836.0,-200.0,742.0,-200.0,1675.0,1113.0,22.6,64.1,1.7358
4592,1443.0,-200.0,20.9,1323.0,757.0,486.0,115.0,1760.0,1487.0,14.2,78.0,1.254
4593,975.0,-200.0,5.9,807.0,116.0,788.0,57.0,1423.0,904.0,20.3,70.6,1.6659
4594,1125.0,-200.0,11.0,1016.0,148.0,910.0,117.0,1564.0,991.0,23.8,27.1,0.7858
4595,-200.0,-200.0,-200.0,-200.0,905.0,-200.0,146.0,-200.0,-200.0,-200.0,-200.0,-200.0
4596,964.0,-200.0,3.7,697.0,61.0,1067.0,57.0,1516.0,717.0,15.8,64.3,1.1416
4597,830.0,34.0,1.7,560.0,-200.0,1452.0,-200.0,1066.0,350.0,14.4,32.8,0.5364
4598,1148.0,-200.0,12.5,1067.0,133.0,887.0,105.0,1790.0,956.0,23.6,41.0,1.1786
4599,1005.0,-200.0,8.0,900.0,62.0,747.0,81.0,1620.0,1000.0,25.1,46.3,1.4486
4600,1463.0,-200.0,23.2,1383.0,545.0,440.0,181.0,1636.0,1727.0,22.7,25.5,0.6944
4601,1010.0,-200.0,7.6,884.0,216.0,719.0,59.0,1430.0,938.0,16.8,73.3,1.3915
4602,1023.0,-200.0,3.3,672.0,184.0,819.0,118.0,1069.0,595.0,12.4,53.4,0.7669
4603,1227.0,-200.0,19.9,1292.0,214.0,661.0,104.0,2087.0,1327.0,21.7,53.9,1.3848
4604,1802.0,-200.0,47.7,1924.0,748.0,356.0,192.0,2235.0,2452.0,13.7,52.8,0.8244
4605,1529.0,575.0,20.4,1309.0,270.0,627.0,141.0,2083.0,1385.0,14.0,76.3,1.2166
4606,1227.0,-200.0,12.2,1055.0,-200.0,705.0,-200.0,1772.0,1360.0,23.0,64.8,1.802
4607,1400.0,-200.0,27.8,1499.0,759.0,461.0,193.0,1527.0,1869.0,8.9,31.4,0.3597
4608,979.0,-200.0,9.2,946.0,323.0,826.0,138.0,1018.0,1026.0,14.6,24.6,0.4054
4609,1499.0,-200.0,16.9,1207.0,654.0,748.0,143.0,1530.0,1881.0,13.0,73.7,1.0957
4610,825.0,-200.0,2.7,634.0,29.0,1035.0,37.0,1402.0,606.0,25.1,42.3,1.326
4611,965.0,-200.0,5.8,803.0,280.0,802.0,174.0,951.0,889.0,13.1,32.0,0.4817
4612,1283.0,-200.0,12.0,1048.0,313.0,550.0,161.0,1336.0,1226.0,24.7,25.5,0.7785
4613,1163.0,-200.0,7.9,893.0,90.0,706.0,83.0,1760.0,977.0,23.7,69.3,2.0042
4614,902.0,-200.0,5.7,797.0,32.0,845.0,49.0,1355.0,841.0,26.0,33.1,1.0955
4615,923.0,-200.0,2.5,616.0,83.0,874.0,64.0,1169.0,790.0,13.9,68.7,1.0892
4616,1292.0,95.0,8.3,912.0,193.0,1103.0,131.0,1591.0,957.0,9.7,71.2,0.8569
4617,1134.0,-200.0,8.1,903.0,238.0,821.0,107.0,1299.0,1046.0,18.0,51.9,1.0622
4618,1478.0,122.0,12.2,1055.0,160.0,929.0,121.0,1671.0,1262.0,19.7,36.7,0.8307
4619,1488.0,-200.0,11.2,1023.0,492.0,533.0,188.0,1456.0,1590.0,14.1,67.9,1.0859
4620,795.0,-200.0,1.8,569.0,109.0,1773.0,63.0,959.0,429.0,8.2,57.9,0.6293
4621,927.0,-200.0,6.3,826.0,173.0,1021.0,94.0,1331.0,734.0,22.1,42.8,1.1265
4622,738.0,-200.0,2.4,610.0,14.0,1281.0,24.0,1204.0,404.0,36.8,16.9,1.0347
4623,854.0,-200.0,2.4,613.0,39.0,1272.0,41.0,1515.0,565.0,16.8,81.3,1.5452
4624,1114.0,151.0,7.7,887.0,92.0,1020.0,86.0,1438.0,768.0,21.3,26.4,0.6607
4625,1087.0,-200.0,5.8,803.0,314.0,699.0,157.0,1130.0,907.0,11.6,54.7,0.7454
4626,1220.0,-200.0,5.7,796.0,285.0,652.0,121.0,1367.0,896.0,13.9,83.6,1.3208
4627,1130.0,-200.0,8.4,915.0,-200.0,697.0,-200.0,1281.0,1205.0,10.6,80.3,1.0252
4628,1097.0,-200.0,9.1,944.0,297.0,716.0,107.0,1489.0,982.0,17.3,79.3,1.5569
4629,1219.0,-200.0,11.3,1026.0,462.0,604.0,133.0,1311.0,1329.0,8.9,66.7,0.7634
4630,927.0,-200.0,3.8,702.0,210.0,932.0,147.0,847.0,750.0,9.0,34.5,0.398
4631,822.0,-200.0,2.4,612.0,-200.0,1094.0,-200.0,1254.0,594.0,21.8,51.4,1.3272
4632,1323.0,-200.0,12.0,1049.0,433.0,550.0,207.0,1290.0,1619.0,7.1,59.3,0.6005
4633,1186.0,-200.0,14.3,1125.0,659.0,617.0,184.0,1493.0,1171.0,12.5,73.2,1.0563
4634,1151.0,-200.0,15.2,1154.0,151.0,747.0,132.0,1894.0,1186.0,28.4,35.7,1.3549
4635,952.0,-200.0,4.9,758.0,216.0,876.0,111.0,1203.0,794.0,15.6,60.1,1.0557
4636,1111.0,-200.0,5.2,773.0,216.0,690.0,115.0,1331.0,915.0,17.8,61.7,1.2436
4637,982.0,-200.0,2.1,592.0,-200.0,953.0,-200.0,1106.0,830.0,13.1,65.7,0.9858
4638,1333.0,-200.0,11.1,1019.0,411.0,576.0,126.0,1275.0,1612.0,7.9,70.6,0.7562
4639,975.0,-200.0,3.5,681.0,136.0,889.0,110.0,948.0,813.0,4.2,62.5,0.5191
4640,839.0,-200.0,4.8,752.0,52.0,1102.0,64.0,1298.0,515.0,37.9,12.7,0.8211
4641,1176.0,-200.0,10.4,993.0,206.0,659.0,91.0,1572.0,1178.0,20.3,66.4,1.5591
4642,968.0,-200.0,5.4,785.0,239.0,872.0,111.0,1209.0,826.0,12.9,70.5,1.0442
4643,1062.0,-200.0,7.6,884.0,293.0,748.0,128.0,1062.0,1172.0,5.1,65.5,0.5811
4644,,,,,,,,,,,,
4645,1293.0,-200.0,12.1,1052.0,393.0,536.0,172.0,1332.0,1593.0,17.7,39.7,0.799
4646,923.0,-200.0,6.0,811.0,59.0,804.0,69.0,1434.0,604.0,27.8,35.6,1.3116
4647,859.0,-200.0,1.3,527.0,60.0,1203.0,57.0,810.0,342.0,6.8,52.9,0.5245
4648,869.0,-200.0,4.5,740.0,77.0,1296.0,70.0,1366.0,535.0,21.3,35.8,0.8975
4649,1026.0,-200.0,6.0,813.0,-200.0,843.0,-200.0,1463.0,692.0,38.8,19.8,1.3513
4650,1162.0,-200.0,6.7,843.0,303.0,685.0,104.0,1336.0,1027.0,12.3,73.3,1.0448
4651,1097.0,-200.0,7.8,892.0,-200.0,909.0,-200.0,1594.0,833.0,16.1,56.0,1.0151
4652,1054.0,71.0,5.0,761.0,-200.0,963.0,-200.0,1598.0,965.0,15.7,77.4,1.3683
4653,901.0,-200.0,4.8,754.0,139.0,936.0,62.0,1351.0,854.0,16.8,66.8,1.2721
4654,1616.0,-200.0,32.6,1610.0,796.0,374.0,227.0,1909.0,2021.0,21.0,29.2,0.7192
4655,1472.0,422.0,14.3,1126.0,211.0,720.0,106.0,1816.0,1460.0,17.0,50.5,0.9684
4656,1443.0,-200.0,20.9,1322.0,335.0,488.0,101.0,1933.0,1539.0,27.0,51.0,1.7936
4657,,,,,,,,,,,,
4658,1382.0,-200.0,16.5,1196.0,605.0,573.0,127.0,1543.0,1468.0,10.4,74.6,0.9394
4659,861.0,-200.0,4.3,729.0,39.0,1043.0,62.0,1528.0,689.0,23.8,47.3,1.3783
4660,1110.0,168.0,8.2,909.0,125.0,916.0,115.0,1487.0,984.0,13.2,50.3,0.7577
4661,1157.0,-200.0,7.8,890.0,154.0,681.0,53.0,1549.0,1054.0,20.8,66.7,1.6201
4662,924.0,-200.0,6.2,821.0,-200.0,899.0,-200.0,955.0,704.0,12.2,29.7,0.4205
4663,1426.0,-200.0,31.1,1577.0,566.0,521.0,200.0,2080.0,1648.0,30.5,29.2,1.2585
4664,1088.0,-200.0,11.1,1019.0,-200.0,668.0,-200.0,1554.0,1165.0,26.3,34.1,1.1453
4665,1277.0,-200.0,23.4,1388.0,254.0,611.0,100.0,2241.0,1513.0,20.2,54.5,1.2777
4666,896.0,-200.0,3.7,694.0,58.0,941.0,46.0,1583.0,853.0,23.2,68.0,1.9045
4667,869.0,-200.0,2.9,648.0,-200.0,953.0,-200.0,1401.0,644.0,22.7,60.8,1.6519
4668,1010.0,-200.0,3.4,679.0,-200.0,854.0,-200.0,1046.0,889.0,5.0,82.9,0.73
4669,-200.0,-200.0,-200.0,-200.0,1186.0,-200.0,231.0,-200.0,-200.0,-200.0,-200.0,-200.0
4670,1202.0,-200.0,11.2,1021.0,-200.0,649.0,-200.0,1644.0,1226.0,31.3,32.9,1.4771
4671,1247.0,-200.0,18.6,1257.0,168.0,701.0,174.0,2000.0,1337.0,37.2,23.2,1.4478
4672,865.0,-200.0,1.7,561.0,103.0,1102.0,83.0,791.0,434.0,2.9,49.0,0.3725
4673,1403.0,-200.0,21.6,1340.0,-200.0,623.0,-200.0,2003.0,1502.0,15.2,53.2,0.9107
4674,1373.0,-200.0,18.4,1252.0,205.0,670.0,154.0,1889.0,1325.0,22.9,36.5,1.0083
4675,1133.0,-200.0,13.5,1101.0,-200.0,647.0,-200.0,1669.0,1105.0,28.0,30.1,1.1226
4676,1252.0,140.0,11.0,1016.0,160.0,1008.0,116.0,1593.0,983.0,16.1,34.5,0.6262
4677,1237.0,-200.0,18.0,1239.0,387.0,570.0,123.0,1620.0,1389.0,16.4,59.5,1.1017
4678,748.0,-200.0,1.2,515.0,19.0,1580.0,30.0,1261.0,381.0,19.7,44.8,1.0172
4679,1250.0,-200.0,9.1,942.0,319.0,755.0,103.0,1323.0,1380.0,11.9,80.7,1.1199
4680,937.0,-200.0,3.8,698.0,42.0,1039.0,64.0,1382.0,768.0,20.1,42.0,0.9763
4681,-200.0,-200.0,-200.0,-200.0,809.0,-200.0,176.0,-200.0,-200.0,-200.0,-200.0,-200.0
4682,1026.0,-200.0,11.2,1020.0,269.0,689.0,122.0,1603.0,992.0,30.0,31.6,1.3176
4683,988.0,-200.0,6.6,839.0,177.0,805.0,88.0,1382.0,937.0,20.1,60.8,1.4152
4684,1367.0,-200.0,25.5,1441.0,262.0,470.0,120.0,2283.0,1770.0,26.6,42.8,1.4675
4685,746.0,-200.0,1.7,565.0,-200.0,1369.0,-200.0,1423.0,608.0,20.9,52.5,1.2852
4686,1084.0,-200.0,6.9,852.0,-200.0,910.0,-200.0,1575.0,959.0,14.7,63.1,1.0488
4687,1198.0,-200.0,7.9,897.0,402.0,720.0,151.0,1072.0,1436.0,7.8,54.6,0.5786
4688,1055.0,-200.0,8.7,927.0,87.0,757.0,90.0,1520.0,716.0,36.9,20.9,1.2864
4689,1553.0,-200.0,31.0,1575.0,383.0,508.0,120.0,2423.0,1779.0,14.5,59.8,0.9795
4690,,,,,,,,,,,,
4691,944.0,-200.0,7.8,891.0,-200.0,1016.0,-200.0,1593.0,844.0,22.1,43.9,1.1521
4692,1327.0,-200.0,19.7,1289.0,-200.0,712.0,-200.0,1938.0,1272.0,25.8,29.9,0.9808
4693,961.0,-200.0,3.8,702.0,150.0,849.0,102.0,1070.0,527.0,21.5,33.8,0.8575
4694,1207.0,-200.0,7.1,861.0,336.0,649.0,168.0,1217.0,1181.0,13.2,55.6,0.8412
4695,958.0,-200.0,3.1,660.0,172.0,935.0,130.0,905.0,654.0,6.8,48.2,0.4792
4696,774.0,-200.0,0.5,441.0,42.0,1646.0,35.0,760.0,282.0,2.8,54.4,0.411
4697,1387.0,-200.0,10.1,981.0,415.0,535.0,164.0,1368.0,1396.0,13.2,56.2,0.8499
4698,1332.0,-200.0,30.2,1556.0,387.0,523.0,134.0,2394.0,1660.0,20.6,47.7,1.1448
4699,1797.0,336.0,25.9,1451.0,360.0,652.0,114.0,2323.0,1680.0,12.4,63.9,0.917
4700,1349.0,-200.0,14.6,1136.0,539.0,575.0,149.0,1299.0,1810.0,5.7,61.3,0.5657
4701,1136.0,-200.0,12.9,1082.0,307.0,824.0,159.0,1478.0,1130.0,27.7,30.1,1.0991
4702,1264.0,-200.0,19.4,1279.0,224.0,631.0,120.0,2049.0,1223.0,17.3,62.6,1.226
4703,1535.0,-200.0,13.7,1108.0,206.0,785.0,125.0,1820.0,1323.0,16.4,53.8,0.9964
4704,960.0,-200.0,6.8,848.0,-200.0,866.0,-200.0,1305.0,701.0,21.6,39.9,1.0156
4705,1501.0,-200.0,27.9,1501.0,248.0,588.0,101.0,2486.0,1517.0,21.5,65.8,1.6688
4706,1282.0,-200.0,18.2,1247.0,-200.0,561.0,-200.0,1829.0,1285.0,26.0,44.5,1.4731
4707,1140.0,-200.0,12.7,1072.0,267.0,626.0,90.0,1597.0,1143.0,21.7,57.7,1.4766
4708,1300.0,-200.0,20.0,1296.0,-200.0,489.0,-200.0,1989.0,1639.0,26.7,45.7,1.5747
4709,1083.0,-200.0,14.8,1141.0,177.0,825.0,143.0,1793.0,1008.0,37.7,17.7,1.1383
4710,1751.0,-200.0,44.1,1853.0,789.0,358.0,158.0,2496.0,2013.0,23.0,62.1,1.7283
4711,919.0,-200.0,7.5,880.0,70.0,915.0,86.0,1628.0,1013.0,24.2,39.5,1.1764
4712,1170.0,-200.0,9.5,959.0,86.0,666.0,88.0,1798.0,838.0,27.4,55.5,1.9998
4713,1205.0,-200.0,12.6,1070.0,159.0,682.0,127.0,1735.0,1268.0,37.3,22.9,1.4373
4714,826.0,-200.0,2.4,616.0,-200.0,1227.0,-200.0,1384.0,575.0,13.9,67.7,1.0712
4715,766.0,-200.0,2.4,616.0,43.0,1163.0,43.0,1306.0,530.0,21.5,45.6,1.1558
4716,970.0,-200.0,5.3,776.0,295.0,873.0,108.0,1059.0,858.0,8.4,57.7,0.6376
4717,1003.0,-200.0,6.5,836.0,98.0,949.0,96.0,1455.0,748.0,16.2,50.2,0.9156
4718,1097.0,148.0,9.4,956.0,139.0,827.0,68.0,1620.0,1047.0,12.9,66.5,0.9846
4719,1275.0,-200.0,19.9,1294.0,-200.0,570.0,-200.0,1605.0,1280.0,8.6,75.5,0.8469
4720,-200.0,-200.0,-200.0,-200.0,115.0,-200.0,112.0,-200.0,-200.0,-200.0,-200.0,-200.0
